description,neighborhood_overview,notes,transit,access,interaction,house_rules,host_id,host_since,host_location,host_about,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_identity_verified,neighbourhood_cleansed,zipcode,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,nightly_price,price_per_stay,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,number_of_stays,first_review,last_review,instant_bookable,cancellation_policy,has_hot_water,has_smoke_detector,has_carbon_monoxide_detector,has_heating,has_essentials,has_kitchen,has_laptop_friendly_workspace,has_hangers,has_air_conditioning,has_iron,has_tv,has_wifi,has_lock_on_bedroom_door,has_gym,has_pool,has_hot_tub,has_free_parking_on_premises,has_elevator,has_private_entrance,guest_satisfaction
recently renovated house 20 min away san diego attraction twostoried house quiet safe neighborhood room rent fullsize bed desk chair private bathroom 11x12 plus private bathroom connecting door two guest microwave refrigerator space small benchtop oven verismo coffee machine brand new ac wifi available street parking filtered softened water whole house two pomeranian dog house sweet never attack people might bark sometimes excited love see face face please feel free ask question ring camera outside door recording motion adt security system whole house two additional camera downstairs guest room downstairs living room dining room part refrigerator microwave verismo coffee machine hot water bottle electric fan inside guest room please call u,4 min drive starbucks peet ’ coffee vons sprout supermarket riteaid drug store walmart 99 ranch supermarket utc westfield mall ucsd 1215min,smoking recreational drug use inside house including marijuana turn ac heating temperature inside house 85f 65f guest request temperature consider carefully shoe house disposable slipper provided extra guest time house loud musicnoise 10pm 8am abide rule well intend stay late 11pm enjoy night life best choose different airbnb host since lifestyle may good fit item towel cup dish dining utensil bed linen cleaned guest checkin every five day longer based guest preference guest check damage stain removed filed airbnb deduction security deposit pet allowed please inform u package arrive home duringbefore stay otherwise may open accident,close san diego attraction 1015 minute drive i805 freeway,downstairs living room dining room part refrigerator microwave verismo coffee machine hot water bottle electric fan inside guest room,please call u question home speak taiwanese mandarin chinese english originally taiwan came u decade ago,shoe house loud musicconversation 10pm 8am item clean guest checkin cleaning occurs guest check,116622067.0,2017-02-16,san diego california united state,husband came taiwan originally settled southern california 10 year ago welcome home respect privacy valuable experience u meet new people hosting airbnb love travel abroad within u two cute pomeranian bobo maru bark stranger first bite,1,100.0,0,university city,1.0,0,university city,92122.0,1,24,1,2.0,1.0,1.0,1.0,60.0,60.0,100.0,30.0,1.0,20.0,1.0,30.0,8.0,16.0,2019-06-21,2019-08-13,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
please inquire first three bedroom two bath beach cottage one block beach deck partial ocean view excellent location short walk newport st main street town eatery shop brewery pier longest west coast popular wednesday farmer market vendor live music etc must see short drive beauty sunset cliff close attraction including san diego zoo sea world beach community three bedroom two queen bed one full bed two bath beach cottage bedroom full bed smaller sized room two smart tv cable located living room master bedroom house equipped high speed internet airconditioning unit located living room along ceiling fansupright standing fan throughout house beach equipment including boogie board beach chair beach towel etc available use great location one bloc,great location one block beach one block newport ave many eatery brewery shop wednesday night farmer market etc great walking community close sunset cliff beautiful scenic view close many san diego attraction nearby beach community including san diego zoo sea world downtown gaslamp district mission beach belmont park mission bay pacific beach la jolla etc overall great location community easy access san diego offer,please inquire prior reserving check availability photoprofile requested prior booking inquiry,convenient public transportation,,,1 party house please mindful respectful neighbor noise 2 smoking house choose smoke please smoke outside door closed behind 3 upon departure please dispose personal trash item bin behind back gate 3 please rearrange furniture,173375.0,2010-07-19,los angeles california united state,enjoy travel photography foodie heart hosting strive accommodate helpful hope guest nice comfortable memorable stay,1,100.0,1,ocean beach,1.0,1,ocean beach,92107.0,1,24,0,6.0,2.0,3.0,3.0,250.0,500.0,1250.0,140.0,5.0,20.0,2.0,1124.0,41.0,82.0,2015-07-18,2019-07-28,0,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
convenient condo two bedroom two bathroom living area middle also extra large patio enter either bedroom living room looking pool two hot tub close miramar minute la jolla mission bay stair two queen bed kitchen appliance include refrigerator oven dishwasher built microwave free wifi set washer dryer hall closet two master suite living kitchen separating two available phone text great place walk around park within walking distance minute away walk around miramar lake uber lyft common sight walking distance bus stop,great place walk around park within walking distance minute away walk around miramar lake,,uber lyft common sight walking distance bus stop,two master suite living kitchen separating two,available phone text,quiet hour 1000 pm smoking property,157414699.0,2017-11-04,san diego california united state,thank choosing condo born canada lived place toronto michigan tennessee new york la vega southern california appreciation warmer weather parent born raised australia definite soft spot aussie travel gained appreciation one need staying somewhere,1,100.0,0,mira mesa,1.0,0,mira mesa,92126.0,1,2,0,4.0,2.0,2.0,2.0,125.0,987.5,500.0,300.0,4.0,25.0,6.0,1124.0,10.0,20.0,2018-03-17,2019-07-30,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
1 2 private bedroom available lovely 100 year old craftsman home warm inviting place relax refresh minute airport downtown balboa park please 3rd party booking profile fully verified host life onsite 2 dog love guest larger bedroom found httpswwwairbnbcomrooms7225602 red room 1 2 bedroom available lovely updated 100 year old craftsman home home sharing guest house situation warm engaging host life onsite ensure pleasant stay check time 34pm little advanced notice check time flexible earlylate check fee may applied certain circumstance please ask detail red room medium size feature queen size bed desk small tv cable room lot natural light filled family photo memento youll get feel host adventurous life led,historic south park filled amazing little restaurant shop sight walking neighborhood ample street parking south park brewery excellent craft beer bar really great food 15 block away buona forchetta excellent family owned italian restaurant 2 block away place offer guest discount walk neighborhood find little favorite place balboa park golf course walking distance offer public use another excellent hole wall restaurant neighborhood market right across street close balboa park zoo downtown major freeway i5 five minute away route 94 martin luther king highway five minute away fashion valley mall mission valley mall 15 minute away horton plaza 8 minute away three movie theater abundance shopping eating venue coronado la jolla beach 1520 min away active folk cl,dog live house friendly love interact guest,bus stop 1 block away plenty street parking around house restriction,magical relaxing front porch comfortably furnished front porch wonderful place sit relax watch world go hi speed wifi available throughout home porch cable tv netflix kitchen use limited space fridge guest please clean living dining area shared well grab book relax recliner living room grab bite eat work current open puzzle dining room simple yummy breakfast item also provided yogurt bread juice coffee fresh fruit regular choice feel free enjoy coffee creamer fridge dietary restriction preference market right across street provide lot option laundry available 500 load plenty free unrestricted street parking around house,host available time live onsite looking walking hiking partner im girl would love take balboa park go merry go round ride,hate sounding firm rule goal everyone warm relaxing stay however taken advantage quite time im finding need lay law item mutual respect courtsy cover item check check time 300 pm 400pm need earlier later checkin please let know advance happy try accommodate please aware 25 earlylate check fee may apply certain circumstance 35 apply check in 11pm prior arrangement arent made check time firm please time communicate delay soon possible check check time 1100 later check time prearranged later check time arranged per airbnb policy ’ charged full night stay late check absolutely smoking vaping drug use possession home property smoking vap,1151858.0,2011-09-13,san diego california united state,outgoing adventurer love seeing new place meeting new people experiencing new thing growing traditional mexican household grew learning hospitality strive ensure guest feel right home please check book face page see guest adventure weve search margos bed breakfast avid reader photographer walker hiker complete yarn addict youll find sitting front porch book yarn hand look forward,1,100.0,1,south park,3.0,1,balboa park,92102.0,1,24,1,2.0,1.0,1.0,1.0,59.0,59.0,500.0,25.0,2.0,25.0,1.0,10.0,122.5,245.0,2015-07-12,2019-08-13,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
prime la jolla location located across street whole food many great restaurant shop including brand new utc shopping center including nordstroms pottery barn starbucks tesla lululemon crate barrell also walk ucsd unit two story condo brand new remodeled furnishing appliance finish home offer 2 bedroom 1 bathroom downstairs kitchen living dining private patio upstairs property detail neighborhood area name la jolla property type apartment number floor property 2 living area 1000 accommodates 4 number bedroom 2 number bathroom type 1full number bed 2 master bedroom floor nr type bed 1queen room 2 room type floor nr bed type guest bedroom1queen amenity entertainment available property tv satellitecable total number tv 2 location tv living room master bedroom kitchen dining available prope,la jolla one beautiful neighborhood san diego located 12 mile 19 km north downtown san diego climate mild average daily temperature 705°f 214°c part la jolla minute ucsd campus next grocery shopping restaurant cafe gym public transportation,parking 1 parking spot assigned garage guest parking available,car uberlyft property minute away san diego airport beautiful quiet neighborhood located heart la jolla 5mins ucsd campus 2mins walk utc mall 6mins beach,utility available property central heating washer dryer pool spa facility available property communal pool hot tub important detail regarding pool spa facility bbqgrill pool area,property air concierge rental certified photo amenity verified air concierge staff calendar rate 100 accurate strive make easy possible stay property drive right enter via secure locking instruction key security concern necessary based certain property unique code work reservation notify proactively early checkin late checkout possible youll receive comfort luxury home arrive like starter supply shampoo soap paper product hotelquality towel linen addition book send mobile app link property direction detail unlock code instruction need u available pst business hour hour day live help air concierge vacation rental us industry trusted brand software securely store guest dat,,4656446.0,2013-01-10,san diego california united state,view airbnb property httpswwwairbnbcomusers4656446listings goal ensure guest experience firstclass service staying home whether 5 bedroom beachfront home bungalow city home owned wonderful hardworking folk opened home space u thus may also receive communication staff account including daniel rhiannon gabriela fallon jenny tammy anna oscar claire christopher live life happy otherwise whats point,1,100.0,0,incline village,21.0,0,la jolla village,92037.0,1,15,0,4.0,1.0,2.0,2.0,130.0,987.5,1250.0,250.0,1.0,0.0,6.0,1100.0,1.0,2.0,2018-11-15,2018-11-15,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
welcome san diego looking group adult family getaway beautiful san diego 3 bedroom 2 bath plus kitchen living beautiful deck outdoor seating enjoy glass wine cup coffee project reo collective coffee major attraction short 1520 minute drive san diego zoo gaslamp downtown balboa park sea world seaport village beach include coronado island ocean beach mission beach pacific beach guest access living dining kitchen area home along bedroom bedroom addition balcony guest enjoy bottle wine morning coffee accessible please use shoe caution deck offer guest privacy self checkin available phonetext guest need assistance issue downtown 1015 minute balboa bark 1015 minute san diego zoo 15 minute coronado island 1520 minute seaport village 20 mi,downtown 1015 minute balboa bark 1015 minute san diego zoo 15 minute coronado island 1520 minute seaport village 20 minute sunset cliff 20 minute ocean beach 20 minute pacific beach 2025 minute,five minute local restaurant convenient store walgreens 711 popeyes dunkin donut mcdonalds target starbucks project reo coffee,best way navigate would rental car shared ride service lyft uber,bedroom addition balcony guest enjoy bottle wine morning coffee accessible please use shoe caution deck,offer guest privacy self checkin available phonetext guest need assistance issue,shoe house loud music drug water wise use dishwasher dish needed pool time unavailable use quiet hour 9pm noise complaint disturbance 9pm forfeit security deposit food drink bedroom except water respectful guest second unit grill use smoking indoors outdoors,168956005.0,2018-01-20,san diego california united state,hello welcome airbnb mother wife business woman animal lover art creator foodie world traveler really enjoy spending time family visiting many beach sea world zoo much choose stay san diego paradise getaway youll experience lifetime need advice best restaurant located fun quick text away also home would happy help anything may need hope choose unwind paradise welcome u airbnb family hope see soon,1,100.0,1,paradise hill,7.0,0,paradise hill,92139.0,0,24,0,6.0,1.0,2.0,2.0,170.0,170.0,200.0,65.0,4.0,20.0,1.0,5.0,5.0,10.0,2019-03-03,2019-07-21,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
one six inclusive vacation rental 1 bed 1 bath cottage offer resort style accommodation 14 guest pacific beach comfortable queen size bed adorns bedroom queen sofa bed living room private courtyard backyard firepit bbq outdoor shower seating luxury bathroom fully equipped kitchen lot street parking bike included bike trailer included pack n play included lot amenity boogie board cooler beach chair etc • couple • couple young child graco pack n play sheet included • weekender • getawaysstaycation • overflow house guest • adventurer • wedding guest • corporate living long term rental available phone 24 hour cohost life block exit private backyard gate onto hornblend street turn left take short ride walk enter ‘ village ’ discover ‘ best pacific beach ’ garnet avenue everything could ask,exit private backyard gate onto hornblend street turn left take short ride walk enter ‘ village ’ discover ‘ best pacific beach ’ garnet avenue everything could ask restaurant bar shop hairnail salon grocery store name garnet avenue continue west garnet ave voila beach 15 mile enjoy,,great walking biking neighborhood bike provided rental,,available phone 24 hour cohost life block,1 smoking smoking allowed inside cottage smoking allowed outside please close door window smoking outside 2 occupancy people guest party may stay overnight property person property sole responsibility guest guest allowed exceed occupancy limit total 4 3 disturb guest create excessive noise level disturbs neighbor codeenforced neighborhood quiet hour 1000pm – 800am sound audible beyond property boundary nonquiet hour shall excessive would typically associated residential area amplified sound audible beyond property boundary prohibited guest visitor must engage antisocial behavior ie drunkenness must minimize impact upon residential amenity neighbor local community shall party group gat,118282318.0,2017-02-26,san diego california united state,enjoy creating beautiful memory guest america finest city,1,100.0,1,pacific beach,6.0,1,pacific beach,92109.0,1,16,0,4.0,1.0,1.0,2.0,99.0,198.0,200.0,60.0,1.0,0.0,2.0,1125.0,122.5,245.0,2017-07-23,2019-08-14,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
recently upgraded luxurious condo best location possible heart historic gaslamp district downtown san diego youre block petco park convention center balboa park zoo bay museum many popular spot close best restaurant variety cuisine bar store step away every directionthe airport 7 minute taxi ride walk score call walker paradise rating 100 recently upgraded luxurious condo best location possible heart famous historic gaslamp district downtown san diego youre block petco park convention center balboa park zoo bay museum many popular spot close best restaurant variety cuisine bar store step away every direction airport 7 minute taxi ride walk score call walker paradise rating,gaslamp district 1 live music gaslamp quarter center san diego ’ live music scene representing wide range musical genre surely find melody move check house blue big name act croce ’ restaurant bar jazz field irish pub lively drinking music sevilla southoftheborder musical flair dick ’ last resort classic rock entertainment stage every night week florent patrick ’ ii gaslamp tavern also popular venue diverse group local music 2 shopping one could spend day browsing unique boutique specialty shop along gaslamp quarter ’ 16 block visit gstar fulfill denim dream eye fifth new pair shade two floor specialty wine available wine bank inc travel bag galore le travel store quicksilver boardriders club puma oakley provide san diego sporting good need 3 nightclub,tv flat screen tv allow connect laptop watch movie netflix use hdmi cable also roku tv give access thousand show movie music netflix entertainment please note there cable,located heart historic gaslamp district youll within walking distance everything gaslamp offer care venture jump trolley grab bite eat little italy go shopping fashion valley mall find high end brand,guest entire unit access shared common area apartment washer dryer unit towel linen soap shampoo conditioner essential provided cleaning team public parking lot available around building well metered street parking front,team excellence reachable 247 phone text email preference,one time 40 per pet fee length reservation,11692963.0,2014-01-27,san diego california united state,,1,99.0,0,east village,17.0,1,east village,92101.0,1,26,0,4.0,1.0,1.0,1.0,85.0,85.0,100.0,40.0,2.0,40.0,1.0,28.0,122.5,245.0,2016-09-23,2019-08-02,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
place close beach familyfriendly activity nightlife ’ love place location ambiance outdoors space neighborhood place good couple solo adventurer business traveler complex tennis court pool jacuzzi sauna small gym super close beach shopping race track guest access part house pool tennis court jacuzzi weight room sauna host available anytime phone walking distance brand new one paseo del mar highland great shopping food movie salon service etc,walking distance brand new one paseo del mar highland great shopping food movie salon service etc,,,guest access part house pool tennis court jacuzzi weight room sauna,host available anytime phone,break buy,23051546.0,2014-10-28,san diego california united state,,1,100.0,0,carmel valley,1.0,1,carmel valley,92130.0,1,2,0,5.0,1.0,1.0,1.0,120.0,360.0,400.0,65.0,2.0,20.0,3.0,1125.0,7.0,14.0,2016-07-17,2018-09-17,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
sunny san diego 2 bedroom air conditioned condo heart hillcrest one king bed queen bed newly renovated euro modern design led tv every room breakfast bar washer dryer beautifully appointed duel shower head one assigned parking spot included close farmer market many coffee shop restaurant bar club walk balboa park zoo close downtown north park little italy banker hill,,,,,,,10020161.0,2013-11-14,solana beach california united state,outgoing spontaneous san diego native love travel explore new place,2,88.0,1,hillcrest,1.0,1,midtown,92103.0,1,2,0,4.0,1.0,2.0,2.0,135.0,987.5,500.0,80.0,1.0,0.0,6.0,1125.0,16.0,32.0,2018-03-02,2018-10-03,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
5 bed 4 bath 2500 sq ft sleep 12 max adult 8 beautifully remodeled 2015 two story bay front penthouse offer stunning water view space family 12 recently refinished throughout hardwood floor granite countertop designer mosaic tile every bathroom first floor welcome spacious open concept great room starring fully stocked gourmet kitchen brand new topoftheline stainless steel appliance wet bar fireplace perfect family entertaining gorgeous unobstructed bay view additionally featured first floor two bedroom one double second living room queen size modular sleeper large flat screen tv second guest bedroom offer queen sized bed attached bath second floor property includes three additional bedroom including master master suite king size bed large mounted flat screen tv breathtaking water view additionally ma,south mission,,,,,710br term include tolerance policy regarding excessive noise party disturbing neighbor please make sure comfortable term strictly enforced sleep 12 max adult 8 term condition 1 reservation restriction due hoa restriction minimum age rent 30 party adult guest must least 30 year age bachelor bachelorette party similar allowed party kind might disturb peaceful enjoyment neighbor strictly prohibited lead immediate eviction home dense residential community strict city san diego noise ordinance place enforced 2 cancelations refund super strict payment nonrefundable reference booking site detail 3 property guest rent vacation purpose furnished real property improvement described address rental situated city san diego californi,88168913.0,2016-08-05,san diego california united state,hello team 710 vacation rental communicating u might hear different team member amy britt chelsey help home maintained highest standard attention customer service second none rated bbb excellent past guest multiple platform 125 vacation home coastal community san diego accommodate request 710 committed providing guest seamless rental experience visiting america ’ finest city secure fast easy online booking professionally cleaned home satisfaction guarantee responsive friendly knowledgeable staff 247 call manager assistance,1,100.0,1,,21.0,1,mission bay,92109.0,0,15,0,12.0,3.5,3.5,6.0,467.5,987.5,500.0,315.0,6.0,0.0,1.0,365.0,18.0,36.0,2017-02-13,2019-08-03,1,5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
charming 2 bedroom 2 bath house private fenced patio yard located quiet exclusive area pet friendly upon approval pet rentalcleaning fee fully furnished updated kitchen short 2 3 minute walk wind sea beach breakfast recently remodeled upgraded beach house located quiet exclusive residential neighborhoodan easy 2 3 minute walk world renown wind sea beach large microfiber couch big comfy lounge chair outside private fenced area two sitting area bbq house come designated street parking spot behind property two bedroom furnished king queen bed also futon couch extra guest remodeled bathroom new tumbled stone tile master bath includes new jacuzzi tub fully stocked kitchen new cabinet new appliance tumbled tile also kitchen bar bar stool hardwood floo,located quiet residential exclusive area la jolla short 2 3 minute walk world famous wind sea beach many restaurant shop within walking distance,,approximate 15 minute drive airport also bus stop top street,designated street parking spot back property washerdryer access charge,self check get passcode keypad lock door however available,smoking party,8992436.0,2013-09-22,san diego california united state,couple 50 finally getting chance travel loving,1,100.0,1,kiheiwailea,7.0,1,la jolla,92037.0,1,15,0,5.0,2.0,2.0,3.0,199.0,398.0,500.0,165.0,4.0,10.0,2.0,1125.0,49.0,98.0,2015-09-08,2019-08-02,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
refurbished condo 2 bedrooms2 full bathroom granite kitchen fully furnished fitness room heated pool jacuzzi theater clubhouse pool table parking gatedsecurity walking distance shopping mall smoking please check 4 pm check 10am calltext walking distance coffee shop bagelsandwich shop utc shopping mall ucsd couple block away bike easily close 805 5 freeway preferably looking someone want stay longterm,walking distance coffee shop bagelsandwich shop utc shopping mall ucsd couple block away bike easily close 805 5 freeway,preferably looking someone want stay longterm,,,calltext,,69588954.0,2016-04-30,u,,1,100.0,0,university city,1.0,0,university city,92037.0,1,15,0,2.0,2.0,2.0,2.0,94.0,94.0,0.0,0.0,1.0,0.0,1.0,1125.0,5.0,10.0,2016-08-27,2016-09-12,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
enjoy roomy bedroom queen size bed walk closet private bathroom beach mission bay short bike ride away great selection pacific beach restaurant shop bar large apartment includes 2 bedroom 25 bathroom guest given private bedroom queen size bed private bathroom bathtubshower walk closet two nightstands desk cabinet well hair dryer basic toiletry checkin time begin 3 pm checkout later noon depending occupancy time flexible ask guest access living room dining room kitchen half bathroom common area washer dryer guest feel free help dish appliance fridge space common item kitchen well gas grill patio wifi also provided area shared personal bedroom bathroom one u present meet key sho,located mile pacific mission beach block mission bay mission blvd great want experience beach garnet ave amazing restaurant bar shop,two adorable cat friendly nonvenomous snake terrarium please request reservation allergic cat fearful snake walk near enclosure,nearby bus station taxi rideshare company also prevalent affordable area bike bike lock may provided stay available using bike accept liability bike lost stolen damaged use bring car generally pretty easy find free street parking near apartment free there time restriction street parking look sign say day clean street youre parking usually first wednesday thursday every month,checkin time begin 3 pm checkout later noon depending occupancy time flexible ask guest access living room dining room kitchen half bathroom common area washer dryer guest feel free help dish appliance fridge space common item kitchen well gas grill patio wifi also provided area shared personal bedroom bathroom,one u present meet key show around since live second bedroom may around house well happy socialize also respect privacy vacation guest must tolerate pet common area,dog allowed depending circumstance may allow welltrained pet ask smoking apartment want smoke kindly ask walk back alley everything help enjoyable stay ask youre courteous clean common area,17892306.0,2014-07-09,pensacola florida united state,matthew relaxed friendly people love outdoor activity like hiking climbing biking running well craft beer,1,100.0,0,pacific beach,1.0,1,pacific beach,92109.0,1,32,1,2.0,1.5,1.0,1.0,69.0,138.0,200.0,15.0,2.0,20.0,2.0,28.0,92.0,184.0,2014-07-22,2017-02-02,0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
downtown san diego loft perfect location 3 minute walk petco park baseball stadium literally gaslamp restuarant party district walk anywhere downtown within minute convention center petco gaslamp restaurant hardwood floor throughout newly renovated great rooftop area grilling relaxing sun queen bed modern sofabed dualmounted tv swivel seen loft full kitchen floor ceiling window 3 minute walk petco park baseball stadium 6 minute walk convention center surrounded restaurant brewery bar night club steak house 4 minute pier grocery store next door literally located gaslamp restuarant party district walk anywhere downtown within minute convention center petco park seaport village gaslamp district east village business travel ready complete highspeed wifi work area home laundry washer dryer fre,great social vibe youll heart beautiful downtown san diego california youll restaurant neighborhood bar live music venue dock round need drive everything within walking distance,,,home laundry washer dryer free wifi 5g,feel free message time,use dish simply load dishwasher lost key key fob result 90 replacement fee,31685613.0,2015-04-21,san diego california united state,avid travelerfan culture eager see world,1,100.0,0,,1.0,1,east village,92101.0,0,26,0,4.0,1.0,0.0,2.0,90.0,90.0,0.0,10.0,1.0,0.0,1.0,6.0,72.0,144.0,2017-10-02,2019-08-12,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
hear wave stunning private rooftop deck front patio home perfect spacious beautifully decorated everything need bedroom beach grill fully stocked kitchen beach chair beach towel beach umbrella boogie board sand toy master bedroom king sized bed private double sinked bathroom huge walkin shower 2nd bedroom bunkbed queen bottom single top sliding drawer another single 3rd bedroom full sized bed stair leading stunning rooftop deck guest bathroom tubshower combo kitchen living room dining room one spacious open bright room view ocean ome park 2 car garage professional management companywe immediately need u stay way dont mission beach iconic beach 3 mile boardwalk youre ab,mission beach iconic beach 3 mile boardwalk youre 150 foot away abutting mile sandy beach perfect weather wave year round walk nearby restaurant bar coffee shop etc,,san diego mass transitfriendly localethat said uber spend entire time beach,,professional management companywe immediately need u stay way dont,,8336938.0,2013-08-23,san diego california united state,native san dieganreformed attorney turned life coach property managerfather 2 wonderful lady married coolest woman planet last 25 yearslove sport competitive participatory reading dancing travel anytime get spend bicycle since abb reviewshowever flip key home away much longer stretch significantly larger number review please take look would like feedback like stay u one unit,1,100.0,1,la jolla,21.0,1,mission bay,92109.0,1,24,0,8.0,2.0,3.0,5.0,467.5,500.0,500.0,200.0,1.0,0.0,2.0,1125.0,7.0,14.0,2019-05-28,2019-08-14,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2
beautiful private condo comfortable quiet calking memory foam master bedroom queen memory foam sofabed living room wifi cable tv beautiful pool hot tub bbq area complimentary coffeetea water easy trolley access completely remodeled brand new kitchen new bathroom new bed mattress always count fresh towel including pool towel freshly washed sheet extra pillow available sparkly dinnerware appliance include blender coffee maker dishwasher toaster stove microwave refrigerator etc also ironing board iron hairdryer disposal high speed wireless internet well full cable tv entire space disposal including poolshot tub tennis court gym etc property boast 24 hour security live work minute away always available help anything needed mission valley center san diego minute everything includin,mission valley center san diego minute everything including top notch restaurant world class shopping close major attraction famous san diego zoo 6 mile balboa park 5 mile sea world 8 mile 10 minute mission bay 15 minute downtown san diego international airport 20 minute la jolla neighborhood san diego close everything,request respect neighbor right peace quiet respect party please excessive noise allowed 10pm,condo unit immediately across san diego trolley offer easy access gaslamp downtown seaport village old town little italy mission valley fashion valley mall qualcomm stadium sdsu san ysidro premium outlet mall even santa fe amtrak coaster station get anywhere without need car short walking distance away coffee shop restaurant great irish pub famous brewery,entire space disposal including poolshot tub tennis court gym etc property boast 24 hour security,live work minute away always available help anything needed,party house leased responsible adult positive airbnb peer review verified government id smoking anywhere property even balcony pet size allowed designated smoking space common area glassware isnt allowed pool area please use provided disposable plate cup enjoying pool please considerate neighbor fun thank,52168633.0,2015-12-24,california united state,resident beautiful city 35 year familiar many attraction event activity around city happy recommend great place visit whatever need may mission make stay pleasant possible,1,100.0,1,grantville,3.0,1,grantville,92108.0,1,15,0,4.0,1.0,1.0,1.0,87.0,261.0,250.0,45.0,2.0,5.0,3.0,29.0,122.5,245.0,2016-01-12,2019-07-28,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
private bedroom beautiful bright 3bed2bath canyonview house yard 10000 sqft overseeing rose canyon fruit tree yard plenty space relax enjoy nature house guest room minimal yet functional style guest access shared area house including shared bathroom kitchen living room dining room back yard working 95 house time home id love know guest socialize utc mall ucsd illumina qualcomm la jolla shore within 10mins driving neighborhood quiet culdesac neighborhood south rose canyon plenty street parking bus stop governor drive 10 min walking house car generally recommended around please note house 3bed2bath house two bedroom available airbnb guest share one,utc mall ucsd illumina qualcomm la jolla shore within 10mins driving neighborhood quiet culdesac neighborhood south rose canyon plenty street parking,please note house 3bed2bath house two bedroom available airbnb guest share one bathroom shared area also shared potential guest room,bus stop governor drive 10 min walking house car generally recommended around,guest access shared area house including shared bathroom kitchen living room dining room back yard,working 95 house time home id love know guest socialize,name,3808442.0,2012-10-09,san diego california united state,“ im love city ive never people ive never met ” – john green,1,100.0,0,university city,4.0,1,university city,92122.0,1,24,1,2.0,1.0,1.0,1.0,48.0,96.0,0.0,20.0,1.0,10.0,2.0,75.0,28.0,56.0,2018-10-11,2019-08-13,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
san diego luxury living modern penthouse downtown safe free parking luxury amenity uber,,,uber,,,,92906722.0,2016-09-01,san diego california united state,,1,100.0,0,,2.0,0,core,92101.0,0,2,0,4.0,1.5,1.0,3.0,277.0,831.0,500.0,200.0,1.0,0.0,3.0,7.0,4.0,8.0,2019-06-17,2019-07-27,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2
